N,P,K,temperature,humidity,ph,rainfall,label
76,45,34,26.9,54.06,6.34,87.03,soybean
71,44,48,28.92,56.98,6.83,82.4,soybean
50,47,48,20.83,61.22,6.29,132.3,soybean
59,48,31,24.1,59.36,7.43,91.06,soybean
65,46,33,23.47,50.57,6.63,83.86,soybean
59,42,43,24.54,63.39,6.47,67.15,soybean
52,35,38,29.76,55.96,6.84,100.82,soybean
51,38,36,28.87,64.16,6.44,133.3,soybean
64,39,42,23.62,52.07,6.65,73.6,soybean
69,32,43,26.13,60.24,6.75,106.73,soybean
71,45,33,28.47,63.41,6.1,71.15,soybean
64,30,33,24.39,62.37,6.97,112.34,soybean
54,32,34,23.31,59.18,6.14,68.21,soybean
57,40,47,21.32,66.53,6.04,75.5,soybean
65,49,49,23.11,52.58,7.03,111.83,soybean
52,30,41,26.02,60.74,7.2,96.17,soybean
67,41,30,28.72,53.23,6.16,101.02,soybean
54,33,36,25.64,52.15,6.98,69.21,soybean
66,48,38,22.46,50.84,6.59,74.03,soybean
75,32,37,22.32,65.46,6.5,87.61,soybean
73,30,42,22.9,53.63,7.5,129.7,soybean
63,37,43,24.32,68.43,7.13,91.21,soybean
66,47,48,22.87,53.34,7.12,106.43,soybean
79,41,45,28.68,61.35,6.45,97.08,soybean
76,49,43,29.56,66.73,6.55,83.16,soybean
73,35,49,22.7,56.18,7.23,122.16,soybean
67,45,43,27.37,61.17,7.04,111.54,soybean
73,41,36,29.23,53.06,7.01,116.2,soybean
75,35,40,26.7,55.84,6.49,137.42,soybean
52,40,44,25.47,66.69,7.47,107.43,soybean
64,48,36,23.88,55.32,7.22,118.47,soybean
65,35,31,22.89,65.51,6.52,69.65,soybean
71,30,34,23.23,65.29,6.61,95.06,soybean
67,45,40,29.5,57.39,6.28,87.08,soybean
79,39,44,21.81,65.97,6.33,68.21,soybean
50,44,31,20.01,63.95,6.55,109.92,soybean
56,34,35,23.84,68.0,6.96,108.34,soybean
62,39,48,22.62,66.91,6.51,61.88,soybean
51,41,48,23.17,59.86,6.14,136.96,soybean
67,39,41,29.88,66.66,7.45,134.79,soybean
52,38,34,26.87,52.96,7.05,86.44,soybean
72,39,38,28.82,66.62,6.72,124.6,soybean
69,30,33,20.61,51.13,7.28,61.29,soybean
75,39,48,26.51,69.86,6.53,69.21,soybean
77,47,33,29.96,61.67,7.25,137.68,soybean
52,33,36,25.89,53.65,6.23,106.03,soybean
57,43,45,23.83,51.17,7.21,118.34,soybean
75,48,43,20.56,53.0,6.01,84.49,soybean
77,38,33,24.26,50.99,6.5,83.38,soybean
60,38,46,28.45,62.49,6.35,131.63,soybean
73,43,37,20.79,62.0,6.64,118.39,soybean
51,36,36,25.1,68.23,6.71,123.06,soybean
50,39,46,22.68,57.96,6.78,73.28,soybean
58,32,34,21.49,52.36,6.45,80.45,soybean
50,44,45,26.51,57.45,6.5,121.95,soybean
68,36,48,21.96,62.99,7.38,87.48,soybean
66,45,47,22.24,68.79,6.44,86.78,soybean
50,40,45,24.65,68.74,6.91,84.64,soybean
74,31,47,29.59,58.55,6.67,68.64,soybean
71,30,49,29.49,66.42,7.39,113.63,soybean
52,40,39,25.84,60.31,7.02,93.67,soybean
50,42,34,26.38,58.32,7.23,122.39,soybean
62,30,45,29.1,58.71,6.64,92.88,soybean
65,40,35,27.63,53.64,7.3,105.72,soybean
59,40,40,20.9,63.53,6.35,61.49,soybean
71,39,36,21.57,63.39,6.51,98.09,soybean
55,42,42,21.98,57.81,6.14,108.96,soybean
69,49,43,23.62,66.92,7.03,133.52,soybean
64,35,47,22.74,63.63,7.24,96.94,soybean
69,32,40,23.85,51.93,6.1,134.67,soybean
75,41,39,23.95,66.9,6.6,73.69,soybean
58,48,38,29.75,62.9,6.33,132.32,soybean
76,43,31,29.42,63.12,6.32,63.1,soybean
60,37,35,22.53,58.85,7.09,84.3,soybean
66,35,41,22.14,52.92,6.06,120.99,soybean
66,30,35,26.07,64.53,7.16,105.56,soybean
64,43,36,24.65,68.91,6.72,119.13,soybean
59,31,31,21.03,57.87,7.21,135.83,soybean
71,41,42,23.53,64.11,7.48,67.34,soybean
78,39,30,29.6,65.0,6.5,83.06,soybean
59,33,44,26.08,55.66,6.12,84.03,soybean
55,42,45,24.44,69.29,7.31,122.7,soybean
74,49,36,29.05,68.78,6.18,109.62,soybean
58,47,45,27.77,62.21,6.83,107.66,soybean
70,44,49,23.9,52.47,7.19,65.63,soybean
53,41,35,28.47,60.58,6.97,117.89,soybean
70,36,37,24.39,51.03,7.46,64.04,soybean
52,30,39,20.83,69.32,6.46,102.33,soybean
50,48,45,28.01,60.35,6.89,131.94,soybean
57,39,32,25.34,57.56,6.16,107.3,soybean
57,38,34,28.66,54.52,6.98,91.42,soybean
53,46,38,20.42,50.16,6.42,77.32,soybean
71,33,42,24.1,58.62,7.06,139.21,soybean
53,36,30,20.46,63.01,6.35,78.56,soybean
71,31,39,20.15,54.52,6.43,71.79,soybean
63,41,31,24.97,58.85,6.51,100.28,soybean
76,33,33,21.37,59.85,7.11,82.08,soybean
65,36,33,20.67,56.12,6.23,100.21,soybean
70,34,47,28.05,56.63,6.7,137.02,soybean
67,32,44,23.46,56.94,7.36,95.01,soybean
77,39,31,21.1,60.46,6.7,127.64,soybean
53,33,35,29.8,63.21,6.05,127.52,soybean
64,40,47,26.48,65.73,6.6,85.36,soybean
51,39,46,24.5,55.84,6.85,125.98,soybean
60,47,46,26.06,59.07,6.76,73.77,soybean
70,41,36,29.74,68.07,7.48,113.42,soybean
67,38,31,29.64,54.94,6.48,107.53,soybean
50,41,38,21.14,65.76,7.1,109.02,soybean
59,49,48,20.09,68.84,6.9,106.09,soybean
68,48,37,23.31,55.45,6.19,100.07,soybean
65,49,48,22.31,67.77,6.05,64.98,soybean
71,45,39,27.68,58.8,6.59,121.98,soybean
76,45,48,20.64,65.0,6.17,94.32,soybean
72,41,32,28.17,55.72,7.16,103.94,soybean
68,43,42,24.63,54.93,6.92,81.41,soybean
61,33,39,21.06,69.22,6.21,120.58,soybean
64,36,37,24.74,63.34,6.01,104.22,soybean
63,30,39,24.29,63.99,7.42,100.59,soybean
50,46,46,26.92,63.5,7.23,63.72,soybean
76,34,30,20.81,50.45,6.18,80.97,soybean
67,48,34,21.34,65.3,7.37,93.09,soybean
76,49,43,28.69,66.29,6.27,108.24,soybean
75,42,43,26.5,61.92,7.49,93.33,soybean
51,38,41,22.67,57.95,6.86,94.98,soybean
61,31,42,25.72,56.28,6.82,107.13,soybean
65,30,41,21.86,56.79,6.31,74.07,soybean
60,30,43,24.77,67.5,6.79,126.68,soybean
53,37,41,25.35,69.02,7.25,87.57,soybean
61,49,41,29.46,69.23,7.18,130.06,soybean
74,42,41,27.14,61.31,7.18,88.45,soybean
62,48,40,29.48,52.8,7.02,136.15,soybean
53,49,30,29.46,62.77,6.71,97.99,soybean
77,34,43,29.11,58.54,6.13,114.23,soybean
61,41,32,25.65,69.97,6.05,135.01,soybean
59,39,35,23.56,69.67,6.68,90.15,soybean
69,32,43,29.97,59.83,7.07,60.74,soybean
64,33,36,28.66,58.29,6.74,112.27,soybean
67,49,45,29.31,65.92,7.37,104.88,soybean
66,39,47,26.24,66.18,6.47,123.22,soybean
53,41,43,27.8,58.93,6.93,86.65,soybean
50,36,31,20.42,57.4,7.17,122.69,soybean
67,34,36,22.47,61.13,7.21,132.14,soybean
72,35,34,27.89,58.58,6.49,75.35,soybean
55,39,30,20.73,62.79,7.1,104.85,soybean
53,39,47,27.38,55.26,6.47,105.74,soybean
73,47,45,23.52,59.04,7.0,129.06,soybean
73,41,49,24.37,60.15,7.46,80.79,soybean
52,45,43,28.66,60.61,6.18,106.61,soybean
63,30,37,27.39,64.8,6.67,119.7,soybean
56,39,47,21.44,57.85,6.26,65.5,soybean
50,37,43,24.24,55.53,6.14,91.58,soybean
50,35,41,23.0,67.06,7.21,114.35,soybean
78,37,48,26.42,61.46,6.84,137.9,soybean
59,31,44,25.49,51.32,6.58,120.81,soybean
65,30,42,21.73,52.55,6.6,100.69,soybean
78,31,32,28.17,56.46,7.44,97.42,soybean
71,48,39,23.58,54.33,6.26,79.55,soybean
56,49,42,29.71,58.72,6.46,90.27,soybean
64,43,39,20.24,68.44,7.46,69.48,soybean
62,44,35,22.63,64.93,6.83,90.25,soybean
53,42,49,25.86,69.79,6.38,79.73,soybean
63,46,30,21.75,52.06,6.64,109.25,soybean
58,33,41,26.04,50.46,6.67,133.13,soybean
57,32,30,23.0,63.1,6.87,70.96,soybean
69,49,47,29.86,54.45,7.33,112.78,soybean
67,31,40,27.09,67.25,6.51,96.02,soybean
53,42,46,24.92,60.03,7.0,73.13,soybean
62,46,43,29.75,64.0,6.69,75.11,soybean
72,46,33,27.28,59.46,6.93,128.47,soybean
53,44,31,29.51,57.09,7.13,130.28,soybean
79,37,48,20.2,53.58,7.32,122.65,soybean
67,47,41,28.01,57.86,6.46,90.92,soybean
58,32,37,20.44,53.47,6.71,126.68,soybean
75,48,41,21.73,57.81,6.45,71.49,soybean
57,43,45,20.44,61.34,6.26,61.06,soybean
68,34,35,25.59,50.75,7.41,101.28,soybean
66,34,40,20.72,54.93,6.16,97.74,soybean
69,49,36,27.88,69.39,6.42,61.76,soybean
52,46,46,22.23,64.19,6.54,135.39,soybean
52,33,48,23.85,61.58,6.13,69.97,soybean
69,41,32,26.54,55.15,7.08,71.28,soybean
55,31,42,23.84,59.61,7.03,138.05,soybean
51,48,43,21.86,57.23,6.5,134.25,soybean
63,48,31,26.68,64.32,6.14,108.46,soybean
50,35,46,26.88,50.07,6.6,71.98,soybean
57,38,46,27.59,62.87,6.27,92.21,soybean
55,46,48,28.49,62.05,7.46,100.77,soybean
69,44,41,26.93,69.07,6.33,79.09,soybean
70,40,34,25.52,52.08,6.68,89.67,soybean
78,33,37,26.1,65.79,6.87,78.17,soybean
76,31,40,26.04,56.12,6.15,98.91,soybean
59,48,42,20.34,52.63,6.85,135.11,soybean
72,37,40,24.13,53.36,6.42,92.49,soybean
73,43,35,23.82,59.68,6.12,96.1,soybean
74,30,30,27.09,55.34,6.35,99.01,soybean
51,44,46,25.21,67.02,7.38,103.26,soybean
73,46,34,21.53,65.05,6.8,74.52,soybean
72,42,37,21.73,50.61,6.01,97.89,soybean
70,39,49,28.56,63.13,7.45,131.59,soybean
55,36,44,20.16,62.12,6.38,113.16,soybean
56,47,30,26.88,50.94,6.29,68.18,soybean
78,46,49,28.47,54.13,6.11,102.36,soybean
63,49,49,22.5,65.58,6.21,93.32,soybean
50,44,42,24.53,63.59,6.09,127.74,soybean
77,38,48,22.49,64.94,6.81,69.47,soybean
61,47,32,26.01,66.78,7.09,115.62,soybean
57,39,42,26.81,62.74,6.07,119.83,soybean
52,39,47,24.76,57.82,6.06,84.74,soybean
76,38,39,29.41,52.36,7.39,110.3,soybean
56,44,47,21.27,60.13,6.92,85.47,soybean
51,49,49,28.51,63.28,6.24,117.74,soybean
78,44,40,22.86,68.87,6.7,116.01,soybean
61,41,38,25.73,55.71,6.92,75.9,soybean
62,37,48,22.88,65.54,7.41,137.45,soybean
72,34,44,29.06,59.0,6.15,93.38,soybean
68,44,47,25.28,53.79,7.43,94.63,soybean
58,48,37,27.95,66.88,6.44,133.74,soybean
54,39,48,27.38,50.94,6.37,117.42,soybean
57,42,36,25.33,54.52,6.67,83.83,soybean
73,45,43,22.78,53.27,7.03,63.36,soybean
52,42,34,28.94,58.74,6.84,97.0,soybean
75,43,39,21.87,56.49,6.98,75.76,soybean
78,42,45,26.45,64.08,6.5,113.15,soybean
75,40,38,29.52,58.96,6.28,73.24,soybean
68,32,44,27.15,69.48,7.46,82.28,soybean
77,30,43,20.87,62.47,7.11,132.88,soybean
79,40,37,27.9,59.3,6.32,93.45,soybean
54,38,47,24.91,52.62,7.07,94.27,soybean
79,47,37,22.71,63.06,6.66,114.63,soybean
62,42,39,22.86,67.42,6.53,115.38,soybean
71,44,31,23.41,53.39,7.11,110.52,soybean
51,47,44,24.42,52.65,6.08,126.7,soybean
62,36,41,26.89,68.17,7.03,115.98,soybean
73,45,39,22.34,67.96,6.97,118.13,soybean
76,33,39,27.69,68.61,6.07,77.76,soybean
58,39,41,29.7,66.72,6.6,118.45,soybean
50,30,32,20.06,56.49,6.34,86.28,soybean
50,32,49,20.58,67.45,6.54,76.08,soybean
62,39,43,29.41,68.26,6.04,76.59,soybean
55,44,33,27.36,68.5,7.3,132.34,soybean
62,33,38,26.4,64.23,7.14,98.59,soybean
59,48,37,29.85,69.87,6.29,65.46,soybean
